"Statistic Label","County","Sex","CensusYear","UNIT","VALUE"
"Population at Each Census 1841 to 2016","Leitrim","Female","1891","Number","38903"
"Population at Each Census 1841 to 2016","Leitrim","Female","1901","Number","34245"
"Population at Each Census 1841 to 2016","Leitrim","Female","1911","Number","30823"
"Population at Each Census 1841 to 2016","Leitrim","Female","1926","Number","26660"
"Population at Each Census 1841 to 2016","Leitrim","Female","1936","Number","23571"
"Population at Each Census 1841 to 2016","Leitrim","Female","1946","Number","20526"
"Population at Each Census 1841 to 2016","Leitrim","Female","1951","Number","18835"
"Population at Each Census 1841 to 2016","Leitrim","Female","1956","Number","17070"
"Population at Each Census 1841 to 2016","Leitrim","Female","1961","Number","15439"
"Population at Each Census 1841 to 2016","Leitrim","Female","1966","Number","14128"
"Population at Each Census 1841 to 2016","Leitrim","Female","1971","Number","13091"
"Population at Each Census 1841 to 2016","Leitrim","Female","1979","Number","12966"
"Population at Each Census 1841 to 2016","Leitrim","Female","1981","Number","12910"
"Population at Each Census 1841 to 2016","Leitrim","Female","1986","Number","12830"
"Population at Each Census 1841 to 2016","Leitrim","Female","1991","Number","12098"
"Population at Each Census 1841 to 2016","Leitrim","Female","1996","Number","12013"
"Population at Each Census 1841 to 2016","Leitrim","Female","2002","Number","12475"
"Population at Each Census 1841 to 2016","Leitrim","Female","2006","Number","14047"
"Population at Each Census 1841 to 2016","Leitrim","Female","2011","Number","15654"
"Population at Each Census 1841 to 2016","Leitrim","Female","2016","Number","15980"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1841","Number","388887"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1851","Number","274499"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1861","Number","254796"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1871","Number","246030"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1881","Number","245212"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1891","Number","219034"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1901","Number","199166"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1911","Number","192177"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1926","Number","172690"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1936","Number","161349"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1946","Number","148120"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1951","Number","141867"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1956","Number","133052"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1961","Number","123330"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1966","Number","115547"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1971","Number","109525"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1979","Number","114019"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1981","Number","114766"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1986","Number","115184"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1991","Number","110713"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","1996","Number","111524"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","2002","Number","117446"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","2006","Number","123839"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","2011","Number","130638"
"Population at Each Census 1841 to 2016","Mayo","Both sexes","2016","Number","130507"
"Population at Each Census 1841 to 2016","Mayo","Male","1841","Number","194198"
"Population at Each Census 1841 to 2016","Mayo","Male","1851","Number","133264"
"Population at Each Census 1841 to 2016","Mayo","Male","1861","Number","125636"
"Population at Each Census 1841 to 2016","Mayo","Male","1871","Number","120877"
"Population at Each Census 1841 to 2016","Mayo","Male","1881","Number","119421"
"Population at Each Census 1841 to 2016","Mayo","Male","1891","Number","107498"
"Population at Each Census 1841 to 2016","Mayo","Male","1901","Number","97564"
"Population at Each Census 1841 to 2016","Mayo","Male","1911","Number","96345"
"Population at Each Census 1841 to 2016","Mayo","Male","1926","Number","86778"
"Population at Each Census 1841 to 2016","Mayo","Male","1936","Number","83213"
"Population at Each Census 1841 to 2016","Mayo","Male","1946","Number","75073"
"Population at Each Census 1841 to 2016","Mayo","Male","1951","Number","73345"
"Population at Each Census 1841 to 2016","Mayo","Male","1956","Number","68879"
"Population at Each Census 1841 to 2016","Mayo","Male","1961","Number","63844"
"Population at Each Census 1841 to 2016","Mayo","Male","1966","Number","59829"
"Population at Each Census 1841 to 2016","Mayo","Male","1971","Number","56402"
"Population at Each Census 1841 to 2016","Mayo","Male","1979","Number","58489"
"Population at Each Census 1841 to 2016","Mayo","Male","1981","Number","58987"
"Population at Each Census 1841 to 2016","Mayo","Male","1986","Number","58729"
"Population at Each Census 1841 to 2016","Mayo","Male","1991","Number","55981"
"Population at Each Census 1841 to 2016","Mayo","Male","1996","Number","56371"
"Population at Each Census 1841 to 2016","Mayo","Male","2002","Number","59149"
"Population at Each Census 1841 to 2016","Mayo","Male","2006","Number","62636"
"Population at Each Census 1841 to 2016","Mayo","Male","2011","Number","65420"
"Population at Each Census 1841 to 2016","Mayo","Male","2016","Number","65047"
"Population at Each Census 1841 to 2016","Mayo","Female","1841","Number","194689"
"Population at Each Census 1841 to 2016","Mayo","Female","1851","Number","141235"
"Population at Each Census 1841 to 2016","Mayo","Female","1861","Number","129160"
"Population at Each Census 1841 to 2016","Mayo","Female","1871","Number","125153"
"Population at Each Census 1841 to 2016","Mayo","Female","1881","Number","125791"
"Population at Each Census 1841 to 2016","Mayo","Female","1891","Number","111536"
"Population at Each Census 1841 to 2016","Mayo","Female","1901","Number","101602"
"Population at Each Census 1841 to 2016","Mayo","Female","1911","Number","95832"
"Population at Each Census 1841 to 2016","Mayo","Female","1926","Number","85912"
"Population at Each Census 1841 to 2016","Mayo","Female","1936","Number","78136"
"Population at Each Census 1841 to 2016","Mayo","Female","1946","Number","73047"
"Population at Each Census 1841 to 2016","Mayo","Female","1951","Number","68522"
"Population at Each Census 1841 to 2016","Mayo","Female","1956","Number","64173"
"Population at Each Census 1841 to 2016","Mayo","Female","1961","Number","59486"
"Population at Each Census 1841 to 2016","Mayo","Female","1966","Number","55718"
"Population at Each Census 1841 to 2016","Mayo","Female","1971","Number","53123"
"Population at Each Census 1841 to 2016","Mayo","Female","1979","Number","55530"
"Population at Each Census 1841 to 2016","Mayo","Female","1981","Number","55779"
"Population at Each Census 1841 to 2016","Mayo","Female","1986","Number","56455"
"Population at Each Census 1841 to 2016","Mayo","Female","1991","Number","54732"
"Population at Each Census 1841 to 2016","Mayo","Female","1996","Number","55153"
"Population at Each Census 1841 to 2016","Mayo","Female","2002","Number","58297"
"Population at Each Census 1841 to 2016","Mayo","Female","2006","Number","61203"
"Population at Each Census 1841 to 2016","Mayo","Female","2011","Number","65218"
"Population at Each Census 1841 to 2016","Mayo","Female","2016","Number","65460"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1841","Number","253591"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1851","Number","173436"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1861","Number","157272"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1871","Number","140670"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1881","Number","132490"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1891","Number","114397"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1901","Number","101791"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1911","Number","93956"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1926","Number","83556"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1936","Number","77566"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1946","Number","72510"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1951","Number","68102"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1956","Number","63710"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1961","Number","59217"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1966","Number","56228"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1971","Number","53519"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1979","Number","54189"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1981","Number","54543"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1986","Number","54592"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1991","Number","51897"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","1996","Number","51975"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","2002","Number","53774"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","2006","Number","58768"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","2011","Number","64065"
"Population at Each Census 1841 to 2016","Roscommon","Both sexes","2016","Number","64544"
"Population at Each Census 1841 to 2016","Roscommon","Male","1841","Number","127016"
"Population at Each Census 1841 to 2016","Roscommon","Male","1851","Number","86411"
"Population at Each Census 1841 to 2016","Roscommon","Male","1861","Number","79841"
"Population at Each Census 1841 to 2016","Roscommon","Male","1871","Number","70647"
"Population at Each Census 1841 to 2016","Roscommon","Male","1881","Number","66657"
"Population at Each Census 1841 to 2016","Roscommon","Male","1891","Number","58000"
"Population at Each Census 1841 to 2016","Roscommon","Male","1901","Number","51233"
"Population at Each Census 1841 to 2016","Roscommon","Male","1911","Number","48522"
"Population at Each Census 1841 to 2016","Roscommon","Male","1926","Number","43281"
"Population at Each Census 1841 to 2016","Roscommon","Male","1936","Number","41308"
"Population at Each Census 1841 to 2016","Roscommon","Male","1946","Number","38845"
"Population at Each Census 1841 to 2016","Roscommon","Male","1951","Number","36626"
"Population at Each Census 1841 to 2016","Roscommon","Male","1956","Number","34078"
"Population at Each Census 1841 to 2016","Roscommon","Male","1961","Number","31477"
"Population at Each Census 1841 to 2016","Roscommon","Male","1966","Number","29782"
"Population at Each Census 1841 to 2016","Roscommon","Male","1971","Number","28294"
"Population at Each Census 1841 to 2016","Roscommon","Male","1979","Number","28475"
"Population at Each Census 1841 to 2016","Roscommon","Male","1981","Number","28653"
"Population at Each Census 1841 to 2016","Roscommon","Male","1986","Number","28351"
"Population at Each Census 1841 to 2016","Roscommon","Male","1991","Number","26694"
"Population at Each Census 1841 to 2016","Roscommon","Male","1996","Number","26695"
"Population at Each Census 1841 to 2016","Roscommon","Male","2002","Number","27583"
"Population at Each Census 1841 to 2016","Roscommon","Male","2006","Number","30178"
"Population at Each Census 1841 to 2016","Roscommon","Male","2011","Number","32353"
"Population at Each Census 1841 to 2016","Roscommon","Male","2016","Number","32377"
"Population at Each Census 1841 to 2016","Roscommon","Female","1841","Number","126575"
"Population at Each Census 1841 to 2016","Roscommon","Female","1851","Number","87025"
"Population at Each Census 1841 to 2016","Roscommon","Female","1861","Number","77431"
"Population at Each Census 1841 to 2016","Roscommon","Female","1871","Number","70023"
"Population at Each Census 1841 to 2016","Roscommon","Female","1881","Number","65833"
"Population at Each Census 1841 to 2016","Roscommon","Female","1891","Number","56397"
"Population at Each Census 1841 to 2016","Roscommon","Female","1901","Number","50558"
"Population at Each Census 1841 to 2016","Roscommon","Female","1911","Number","45434"
"Population at Each Census 1841 to 2016","Roscommon","Female","1926","Number","40275"
"Population at Each Census 1841 to 2016","Roscommon","Female","1936","Number","36258"
"Population at Each Census 1841 to 2016","Roscommon","Female","1946","Number","33665"
"Population at Each Census 1841 to 2016","Roscommon","Female","1951","Number","31476"
"Population at Each Census 1841 to 2016","Roscommon","Female","1956","Number","29632"
"Population at Each Census 1841 to 2016","Roscommon","Female","1961","Number","27740"
"Population at Each Census 1841 to 2016","Roscommon","Female","1966","Number","26446"
"Population at Each Census 1841 to 2016","Roscommon","Female","1971","Number","25225"
"Population at Each Census 1841 to 2016","Roscommon","Female","1979","Number","25714"
"Population at Each Census 1841 to 2016","Roscommon","Female","1981","Number","25890"
"Population at Each Census 1841 to 2016","Roscommon","Female","1986","Number","26241"
"Population at Each Census 1841 to 2016","Roscommon","Female","1991","Number","25203"
"Population at Each Census 1841 to 2016","Roscommon","Female","1996","Number","25280"
"Population at Each Census 1841 to 2016","Roscommon","Female","2002","Number","26191"
"Population at Each Census 1841 to 2016","Roscommon","Female","2006","Number","28590"
"Population at Each Census 1841 to 2016","Roscommon","Female","2011","Number","31712"
"Population at Each Census 1841 to 2016","Roscommon","Female","2016","Number","32167"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1841","Number","180886"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1851","Number","128515"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1861","Number","124845"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1871","Number","115493"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1881","Number","111578"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1891","Number","98013"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1901","Number","84083"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1911","Number","79045"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1926","Number","71388"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1936","Number","67447"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1946","Number","62375"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1951","Number","60513"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1956","Number","56850"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1961","Number","53561"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1966","Number","51263"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1971","Number","50275"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1979","Number","54610"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1981","Number","55474"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1986","Number","56046"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1991","Number","54756"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","1996","Number","55821"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","2002","Number","58200"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","2006","Number","60894"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","2011","Number","65393"
"Population at Each Census 1841 to 2016","Sligo","Both sexes","2016","Number","65535"
"Population at Each Census 1841 to 2016","Sligo","Male","1841","Number","89563"
"Population at Each Census 1841 to 2016","Sligo","Male","1851","Number","62881"
"Population at Each Census 1841 to 2016","Sligo","Male","1861","Number","61939"
"Population at Each Census 1841 to 2016","Sligo","Male","1871","Number","56984"
"Population at Each Census 1841 to 2016","Sligo","Male","1881","Number","55144"
"Population at Each Census 1841 to 2016","Sligo","Male","1891","Number","48670"
"Population at Each Census 1841 to 2016","Sligo","Male","1901","Number","41849"
"Population at Each Census 1841 to 2016","Sligo","Male","1911","Number","40060"
"Population at Each Census 1841 to 2016","Sligo","Male","1926","Number","36666"
"Population at Each Census 1841 to 2016","Sligo","Male","1936","Number","35371"
"Population at Each Census 1841 to 2016","Sligo","Male","1946","Number","32376"
"Population at Each Census 1841 to 2016","Sligo","Male","1951","Number","31469"
"Population at Each Census 1841 to 2016","Sligo","Male","1956","Number","29392"
"Population at Each Census 1841 to 2016","Sligo","Male","1961","Number","27638"
"Population at Each Census 1841 to 2016","Sligo","Male","1966","Number","26346"
"Population at Each Census 1841 to 2016","Sligo","Male","1971","Number","25887"
"Population at Each Census 1841 to 2016","Sligo","Male","1979","Number","27806"
"Population at Each Census 1841 to 2016","Sligo","Male","1981","Number","28183"
"Population at Each Census 1841 to 2016","Sligo","Male","1986","Number","28184"
"Population at Each Census 1841 to 2016","Sligo","Male","1991","Number","27248"
"Population at Each Census 1841 to 2016","Sligo","Male","1996","Number","27748"
"Population at Each Census 1841 to 2016","Sligo","Male","2002","Number","28771"
"Population at Each Census 1841 to 2016","Sligo","Male","2006","Number","30257"
"Population at Each Census 1841 to 2016","Sligo","Male","2011","Number","32435"
"Population at Each Census 1841 to 2016","Sligo","Male","2016","Number","32365"
"Population at Each Census 1841 to 2016","Sligo","Female","1841","Number","91323"
"Population at Each Census 1841 to 2016","Sligo","Female","1851","Number","65634"
"Population at Each Census 1841 to 2016","Sligo","Female","1861","Number","62906"
"Population at Each Census 1841 to 2016","Sligo","Female","1871","Number","58509"
"Population at Each Census 1841 to 2016","Sligo","Female","1881","Number","56434"
"Population at Each Census 1841 to 2016","Sligo","Female","1891","Number","49343"
"Population at Each Census 1841 to 2016","Sligo","Female","1901","Number","42234"
"Population at Each Census 1841 to 2016","Sligo","Female","1911","Number","38985"
"Population at Each Census 1841 to 2016","Sligo","Female","1926","Number","34722"
"Population at Each Census 1841 to 2016","Sligo","Female","1936","Number","32076"
"Population at Each Census 1841 to 2016","Sligo","Female","1946","Number","29999"
"Population at Each Census 1841 to 2016","Sligo","Female","1951","Number","29044"
"Population at Each Census 1841 to 2016","Sligo","Female","1956","Number","27458"
"Population at Each Census 1841 to 2016","Sligo","Female","1961","Number","25923"
"Population at Each Census 1841 to 2016","Sligo","Female","1966","Number","24917"
"Population at Each Census 1841 to 2016","Sligo","Female","1971","Number","24388"
"Population at Each Census 1841 to 2016","Sligo","Female","1979","Number","26804"
"Population at Each Census 1841 to 2016","Sligo","Female","1981","Number","27291"
"Population at Each Census 1841 to 2016","Sligo","Female","1986","Number","27862"
"Population at Each Census 1841 to 2016","Sligo","Female","1991","Number","27508"
"Population at Each Census 1841 to 2016","Sligo","Female","1996","Number","28073"
"Population at Each Census 1841 to 2016","Sligo","Female","2002","Number","29429"
"Population at Each Census 1841 to 2016","Sligo","Female","2006","Number","30637"
"Population at Each Census 1841 to 2016","Sligo","Female","2011","Number","32958"
"Population at Each Census 1841 to 2016","Sligo","Female","2016","Number","33170"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1841","Number","243158"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1851","Number","174071"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1861","Number","153906"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1871","Number","140735"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1881","Number","129476"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1891","Number","111917"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1901","Number","97541"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1911","Number","91173"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1926","Number","82452"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1936","Number","76670"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1946","Number","70355"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1951","Number","66377"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1956","Number","61740"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1961","Number","56594"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1966","Number","54022"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1971","Number","52618"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1979","Number","53720"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1981","Number","53855"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1986","Number","53965"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1991","Number","52796"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","1996","Number","52944"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","2002","Number","56546"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","2006","Number","64003"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","2011","Number","73183"
"Population at Each Census 1841 to 2016","Cavan","Both sexes","2016","Number","76176"
"Population at Each Census 1841 to 2016","Cavan","Male","1841","Number","120814"
"Population at Each Census 1841 to 2016","Cavan","Male","1851","Number","86610"
"Population at Each Census 1841 to 2016","Cavan","Male","1861","Number","77503"
"Population at Each Census 1841 to 2016","Cavan","Male","1871","Number","70479"
"Population at Each Census 1841 to 2016","Cavan","Male","1881","Number","64637"
"Population at Each Census 1841 to 2016","Cavan","Male","1891","Number","56772"
"Population at Each Census 1841 to 2016","Cavan","Male","1901","Number","50087"
"Population at Each Census 1841 to 2016","Cavan","Male","1911","Number","47743"
"Population at Each Census 1841 to 2016","Cavan","Male","1926","Number","43550"
"Population at Each Census 1841 to 2016","Cavan","Male","1936","Number","41446"
"Population at Each Census 1841 to 2016","Cavan","Male","1946","Number","38121"
"Population at Each Census 1841 to 2016","Cavan","Male","1951","Number","36187"
"Population at Each Census 1841 to 2016","Cavan","Male","1956","Number","33177"
"Population at Each Census 1841 to 2016","Cavan","Male","1961","Number","30277"
"Population at Each Census 1841 to 2016","Cavan","Male","1966","Number","28803"
"Population at Each Census 1841 to 2016","Cavan","Male","1971","Number","27819"
"Population at Each Census 1841 to 2016","Cavan","Male","1979","Number","28302"
"Population at Each Census 1841 to 2016","Cavan","Male","1981","Number","28338"
"Population at Each Census 1841 to 2016","Cavan","Male","1986","Number","28202"
"Population at Each Census 1841 to 2016","Cavan","Male","1991","Number","27314"
"Population at Each Census 1841 to 2016","Cavan","Male","1996","Number","27281"
"Population at Each Census 1841 to 2016","Cavan","Male","2002","Number","29015"
"Population at Each Census 1841 to 2016","Cavan","Male","2006","Number","32915"
"Population at Each Census 1841 to 2016","Cavan","Male","2011","Number","37013"
"Population at Each Census 1841 to 2016","Cavan","Male","2016","Number","38330"
"Population at Each Census 1841 to 2016","Cavan","Female","1841","Number","122344"
"Population at Each Census 1841 to 2016","Cavan","Female","1851","Number","87461"
"Population at Each Census 1841 to 2016","Cavan","Female","1861","Number","76403"
"Population at Each Census 1841 to 2016","Cavan","Female","1871","Number","70256"
"Population at Each Census 1841 to 2016","Cavan","Female","1881","Number","64839"
"Population at Each Census 1841 to 2016","Cavan","Female","1891","Number","55145"
"Population at Each Census 1841 to 2016","Cavan","Female","1901","Number","47454"
"Population at Each Census 1841 to 2016","Cavan","Female","1911","Number","43430"
"Population at Each Census 1841 to 2016","Cavan","Female","1926","Number","38902"
"Population at Each Census 1841 to 2016","Cavan","Female","1936","Number","35224"
"Population at Each Census 1841 to 2016","Cavan","Female","1946","Number","32234"
"Population at Each Census 1841 to 2016","Cavan","Female","1951","Number","30190"
"Population at Each Census 1841 to 2016","Cavan","Female","1956","Number","28563"
"Population at Each Census 1841 to 2016","Cavan","Female","1961","Number","26317"
"Population at Each Census 1841 to 2016","Cavan","Female","1966","Number","25219"
"Population at Each Census 1841 to 2016","Cavan","Female","1971","Number","24799"
"Population at Each Census 1841 to 2016","Cavan","Female","1979","Number","25418"
"Population at Each Census 1841 to 2016","Cavan","Female","1981","Number","25517"
"Population at Each Census 1841 to 2016","Cavan","Female","1986","Number","25763"
"Population at Each Census 1841 to 2016","Cavan","Female","1991","Number","25482"
"Population at Each Census 1841 to 2016","Cavan","Female","1996","Number","25663"
"Population at Each Census 1841 to 2016","Cavan","Female","2002","Number","27531"
"Population at Each Census 1841 to 2016","Cavan","Female","2006","Number","31088"
"Population at Each Census 1841 to 2016","Cavan","Female","2011","Number","36170"
"Population at Each Census 1841 to 2016","Cavan","Female","2016","Number","37846"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1841","Number","296448"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1851","Number","255158"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1861","Number","237395"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1871","Number","218334"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1881","Number","206035"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1891","Number","185635"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1901","Number","173722"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1911","Number","168537"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1926","Number","152508"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1936","Number","142310"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1946","Number","136317"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1951","Number","131530"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1956","Number","122059"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1961","Number","113842"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1966","Number","108549"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1971","Number","108344"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1979","Number","121941"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1981","Number","125112"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1986","Number","129664"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1991","Number","128117"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","1996","Number","129994"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","2002","Number","137575"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","2006","Number","147264"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","2011","Number","161137"
"Population at Each Census 1841 to 2016","Donegal","Both sexes","2016","Number","159192"
"Population at Each Census 1841 to 2016","Donegal","Male","1841","Number","145821"
"Population at Each Census 1841 to 2016","Donegal","Male","1851","Number","124723"
"Population at Each Census 1841 to 2016","Donegal","Male","1861","Number","115875"
"Population at Each Census 1841 to 2016","Donegal","Male","1871","Number","106080"
"Population at Each Census 1841 to 2016","Donegal","Male","1881","Number","100671"
"Population at Each Census 1841 to 2016","Donegal","Male","1891","Number","91478"
"Population at Each Census 1841 to 2016","Donegal","Male","1901","Number","86444"
"Population at Each Census 1841 to 2016","Donegal","Male","1911","Number","84627"
"Population at Each Census 1841 to 2016","Donegal","Male","1926","Number","78100"
"Population at Each Census 1841 to 2016","Donegal","Male","1936","Number","73924"
"Population at Each Census 1841 to 2016","Donegal","Male","1946","Number","70269"
"Population at Each Census 1841 to 2016","Donegal","Male","1951","Number","67964"
"Population at Each Census 1841 to 2016","Donegal","Male","1956","Number","62664"
"Population at Each Census 1841 to 2016","Donegal","Male","1961","Number","58501"
"Population at Each Census 1841 to 2016","Donegal","Male","1966","Number","55606"
"Population at Each Census 1841 to 2016","Donegal","Male","1971","Number","55424"
"Population at Each Census 1841 to 2016","Donegal","Male","1979","Number","62629"
"Population at Each Census 1841 to 2016","Donegal","Male","1981","Number","63962"
"Population at Each Census 1841 to 2016","Donegal","Male","1986","Number","65906"
"Population at Each Census 1841 to 2016","Donegal","Male","1991","Number","64817"
"Population at Each Census 1841 to 2016","Donegal","Male","1996","Number","65520"
"Population at Each Census 1841 to 2016","Donegal","Male","2002","Number","69016"
"Population at Each Census 1841 to 2016","Donegal","Male","2006","Number","73970"
"Population at Each Census 1841 to 2016","Donegal","Male","2011","Number","80523"
"Population at Each Census 1841 to 2016","Donegal","Male","2016","Number","79022"
"Population at Each Census 1841 to 2016","Donegal","Female","1841","Number","150627"
"Population at Each Census 1841 to 2016","Donegal","Female","1851","Number","130435"
"Population at Each Census 1841 to 2016","Donegal","Female","1861","Number","121520"
"Population at Each Census 1841 to 2016","Donegal","Female","1871","Number","112254"
"Population at Each Census 1841 to 2016","Donegal","Female","1881","Number","105364"
"Population at Each Census 1841 to 2016","Donegal","Female","1891","Number","94157"
"Population at Each Census 1841 to 2016","Donegal","Female","1901","Number","87278"
"Population at Each Census 1841 to 2016","Donegal","Female","1911","Number","83910"
"Population at Each Census 1841 to 2016","Donegal","Female","1926","Number","74408"
"Population at Each Census 1841 to 2016","Donegal","Female","1936","Number","68386"
"Population at Each Census 1841 to 2016","Donegal","Female","1946","Number","66048"
"Population at Each Census 1841 to 2016","Donegal","Female","1951","Number","63566"
"Population at Each Census 1841 to 2016","Donegal","Female","1956","Number","59395"
"Population at Each Census 1841 to 2016","Donegal","Female","1961","Number","55341"
"Population at Each Census 1841 to 2016","Donegal","Female","1966","Number","52943"
